Jose,A. Ferrer,WSN,4.1,63,29,34,0,0.31,0.19,0,3.06,0,3.43,0.07,0.1,0.3,18.9,0.5,72,24017,678606,1
Kutter,Crawford,BOS,61.1,971,319,652,4.11,0.23,0.05,1.47,4.2,92,4.11,-0.34,0.8,1,19.1,0.36,107,20531,676710,0
Nabil,Crismatt,SDP,11,229,95,134,9.82,0.16,0.12,2.45,7.38,236,5.58,-1.02,-0.3,-0.6,16.6,0.35,92,17732,622503,0
Cooper,Criswell,TBR,21,364,128,236,5.14,0.23,0.08,1.29,4.76,128,4.12,-0.39,-0.1,-0.1,16,0.38,87,24975,681867,0
Garrett,Crochet,CHW,10,237,91,146,3.6,0.17,0.21,0.9,6.39,85,7.32,-0.26,-0.1,0,18.8,0.48,100,27463,676979,1
Wil,Crowe,PIT,9.2,179,75,104,4.66,0.19,0.19,0.93,5.87,107,5.03,-0.45,-0.1,-0.1,18.1,0.46,102,19800,640444,1
Fernando,Cruz,CIN,34,597,234,363,4.76,0.31,0.12,0.53,2.94,103,3.96,0.03,0.8,0,20,0.36,92,7048,518585,0
Jose,Cuas,KCR,36,636,236,400,4.25,0.26,0.1,1.25,4.45,97,4.34,-0.42,0,0.3,18.1,0.47,106,17701,621016,1
Johnny,Cueto,MIA,1,30,15,15,36,0,0.14,18,32.29,851,14.27,-0.31,-0.2,-0.3,13.9,0.5,77,6893,456501,1
Xzavion,Curry,CLE,46.1,716,235,481,3.11,0.16,0.05,0.97,4.11,73,5.05,0.11,0.1,0.5,19.3,0.45,92,25595,675540,0
John,Curtiss,NYM,17.2,253,101,152,4.08,0.16,0.09,1.53,5.27,100,5.32,-0.19,-0.1,0.1,17.8,0.43,95,16128,595928,0
Tyler,Cyr,LAD,1.2,26,8,18,0,0.33,0,0,0.89,0,1.85,0.01,0,0.1,19.3,0.75,82,18421,664202,0
Yu,Darvish,SDP,85,1415,508,907,4.87,0.25,0.08,1.16,4.04,117,3.88,-0.37,1.5,0.6,20,0.39,111,13074,506433,2
Tucker,Davidson,LAA,30.1,525,176,349,6.82,0.21,0.08,0.59,3.45,158,4.18,-0.18,0.3,-0.5,19.2,0.36,96,19871,656353,1
Zach,Davies,ARI,48.1,855,358,497,6.52,0.18,0.1,0.93,4.38,148,4.76,-0.83,0.6,-0.5,18.3,0.39,75,13183,605200,0
Noah,Davis,COL,18.2,396,149,247,10.61,0.17,0.1,1.93,6.13,212,5.14,-0.34,0,-0.4,19.7,0.36,87,25862,663562,0
Chase,De Jong,PIT,11.1,226,85,141,13.5,0.12,0.1,4.76,11.05,310,7.98,-0.24,-0.5,-0.7,17.8,0.36,92,15036,608328,5
Jose,De Leon,MIN,17.1,284,92,192,4.67,0.24,0.07,1.04,3.86,112,4.02,-0.01,0.2,0,16.9,0.34,110,15463,592254,0
Yerry,De Los Santos,PIT,11,163,64,99,0.82,0.21,0.14,0,3.29,19,4.3,0.11,0.1,0.4,17.7,0.21,94,21420,660787,0
Enyel,De Los Santos,CLE,36.1,565,212,353,2.48,0.22,0.1,0.5,3.7,58,4.79,1.42,0.3,1,19.8,0.32,93,18403,660853,0
Jacob,deGrom,TEX,30.1,451,148,303,2.67,0.39,0.04,0.59,1.57,63,2.3,0.55,1.4,0.8,17.4,0.33,161,10954,594798,3
Matt,Dermody,BOS,4,76,31,45,6.75,0.06,0.06,4.5,10.79,151,5.89,-0.15,-0.2,0,17.4,0.36,81,14844,571616,2
Anthony,DeSclafani,SFG,93.1,1438,515,923,4.44,0.19,0.05,1.16,4.12,104,4.08,-0.54,1.2,0.7,16.9,0.45,93,13050,543101,1
Reid,Detmers,LAA,85.2,1487,530,957,4.31,0.29,0.09,1.16,3.79,100,3.85,0.12,1.7,0.9,18.5,0.41,104,27468,672282,2
Chris,Devenski,LAA,33,526,194,332,3.82,0.24,0.07,1.09,3.83,89,3.81,-0.51,0.5,0.4,18.4,0.4,88,12763,606965,0
Alexis,Diaz,CIN,40,665,262,403,2.03,0.37,0.12,0.23,2.36,44,3.12,3.94,1.8,2,18.4,0.4,94,21132,664747,0
Jake,Diekman,- - -,30.2,548,234,314,4.4,0.27,0.18,0.88,4.59,105,4.47,-0.24,0,-0.5,19.4,0.32,127,5003,518617,0
Brandon,Dixon,SDP,1,7,3,4,0,0,0,0,3.29,0,6.48,0,0,0,10.5,0.33,-213,15214,641525,0
Dylan,Dodd,ATL,24.1,404,123,281,7.4,0.11,0.07,2.96,7.69,167,6.23,-0.59,-0.5,-0.3,16.4,0.45,80,29928,689266,0
Seranthony,Dominguez,PHI,27,480,181,299,4.33,0.22,0.09,1,4.33,99,4.42,-0.36,0.2,-0.2,18.2,0.34,123,19249,622554,5
Josh,Donaldson,NYY,1,11,4,7,0,0,0,0,3.29,0,6.48,0,0,0,13.4,0.67,33,5038,518626,0
Camilo,Doval,SFG,41,695,255,440,2.63,0.34,0.1,0.44,2.82,62,3.24,1.26,1.1,0.8,18.9,0.44,118,21992,666808,0
Daniel,Duarte,CIN,10.2,183,72,111,3.38,0.11,0.18,1.69,7.04,73,6.55,-0.02,-0.2,0.2,18.6,0.47,107,17480,650960,0
Shawn,Dubin,HOU,9,172,63,109,7,0.26,0.07,1,3.62,166,3.95,0.01,0.1,0,21.4,0.59,109,24977,681869,0
Matt,Duffy,KCR,1,11,4,7,0,0,0,0,3.29,0,8.08,0,0,0,16,0.75,27,13836,622110,1
Dane,Dunning,TEX,86.1,1286,439,847,2.61,0.16,0.06,0.52,3.71,62,4.52,1.45,1.4,2.6,17.1,0.41,80,19409,641540,0
Jhoan,Duran,MIN,34.1,548,191,357,2.1,0.33,0.11,0.79,3.29,50,2.9,1.1,0.5,1,20.3,0.34,129,21029,661395,1
Nate,Eaton,KCR,1,22,9,13,0,0.2,0,0,1.29,0,1.29,0,0,0,15.5,0.5,97,25055,681987,1
Carl,Edwards Jr.,WSN,31.2,566,214,352,3.69,0.17,0.12,0.28,3.89,84,4.99,-0.38,0.4,0.5,19.4,0.29,83,13607,605218,1
Zach,Eflin,TBR,97.1,1398,447,951,3.24,0.26,0.04,0.92,3.09,80,3.09,0.57,2.5,2.6,18,0.38,96,13774,621107,1
Bryce,Elder,ATL,102.2,1620,588,1032,2.45,0.19,0.07,0.7,3.79,55,4.01,2,1.7,4,17.2,0.41,75,27779,693821,3
Mason,Englert,DET,51.2,866,305,561,4.35,0.17,0.07,1.92,5.57,104,4.91,-0.15,-0.7,-0.3,19.8,0.45,90,22288,669438,0
Nathan,Eovaldi,TEX,117.2,1739,623,1116,2.83,0.24,0.07,0.61,3.19,67,3.65,2.03,2.9,3.8,18.3,0.42,102,9132,543135,0
Lucas,Erceg,OAK,24.1,499,213,286,5.55,0.3,0.12,0,2.59,138,3.84,0.16,0.6,-0.5,18.9,0.32,106,19360,668674,1
Paolo,Espino,WSN,0.2,27,13,14,13.5,0.4,0.2,0,1.79,307,4.18,0,0,0,21.6,1,123,8246,502179,1
Carlos,Estevez,LAA,35,595,208,387,1.8,0.29,0.12,0.77,3.57,42,4.19,2.16,0.6,1.5,17.8,0.44,118,14542,608032,0
Jeremiah,Estrada,CHC,10.2,238,93,145,6.75,0.23,0.21,3.38,9.1,156,6.62,-0.43,-0.4,-0.2,20,0.71,143,22210,669093,0
Alex,Faedo,DET,29.2,469,148,321,6.98,0.23,0.03,2.12,4.87,167,4.01,-1.13,0.2,-0.5,17.6,0.38,93,19874,656412,0
Pete,Fairbanks,TBR,17.1,241,80,161,1.56,0.25,0.12,0.52,3.63,39,3.99,0.17,0.3,0.8,20.1,0.28,123,17998,664126,0
Bailey,Falter,PHI,40.1,662,219,443,5.13,0.16,0.05,1.56,4.75,117,4.51,-1.45,0.5,-0.5,19.1,0.36,79,20070,663559,0
Jeurys,Familia,OAK,12.2,256,116,140,6.39,0.14,0.2,1.42,7.24,159,6.82,-0.95,-0.4,-0.6,20.7,0.39,86,5114,544727,1
Buck,Farmer,CIN,44.1,702,255,447,3.65,0.21,0.07,1.42,4.57,79,4.65,-0.29,0.3,0.8,17.8,0.37,98,14814,571656,0
Calvin,Faucher,TBR,19,373,146,227,5.21,0.18,0.13,0.95,4.87,129,4.68,-0.12,0,-0.1,17.8,0.47,108,20116,676534,2
Angel,Felipe,OAK,2,16,3,13,0,0.17,0,0,2.29,0,3.09,0,0,0.1,18.1,0.4,116,21163,665734,1
Ryan,Feltner,COL,35.1,639,236,403,5.86,0.2,0.15,0.51,4.36,117,5.21,-0.51,0.6,0.2,18.3,0.33,93,21446,663372,0
Caleb,Ferguson,LAD,32.1,565,198,367,2.78,0.27,0.08,0.56,3.32,65,3.65,0.92,0.7,0.8,21,0.32,107,19349,657571,0
Matthew,Festa,SEA,7.2,164,74,90,4.7,0.33,0.25,1.17,5.37,116,5.55,-0.25,-0.1,0,19.4,0.33,109,19330,670036,5
Kyle,Finnegan,WSN,37,616,228,388,3.41,0.23,0.09,1.22,4.37,77,4.08,0.23,0.3,0.6,20.9,0.51,108,15009,640448,0
Jack,Flaherty,STL,92.2,1667,668,999,4.27,0.22,0.12,0.58,4.02,102,4.46,0.03,1.4,1.3,19,0.37,93,17479,656427,2
Josh,Fleming,TBR,48.2,724,273,451,4.62,0.12,0.09,1.66,5.88,115,4.62,-0.41,-0.6,0.1,16.7,0.5,85,20418,676596,0
Chris,Flexen,SEA,42,728,257,471,7.71,0.15,0.1,2.36,6.67,191,5.2,-1.23,-0.6,-1,19,0.42,92,13896,623167,1
Dylan,Floro,MIA,33.2,541,191,350,4.28,0.25,0.06,0.53,2.81,101,2.94,-0.16,0.7,-0.3,19.3,0.38,103,13394,571670,1
Jason,Foley,DET,38.2,568,188,380,2.09,0.23,0.05,0,2.15,50,3.1,1.22,1.2,1.4,19.7,0.43,101,19531,671345,0
Mike,Ford,SEA,2,42,19,23,18,0,0.08,9,17.79,446,10.38,0,-0.1,-0.1,9.9,0.46,10,15585,645801,3
J.P.,France,HOU,66.1,1026,398,628,3.26,0.18,0.08,1.36,4.8,77,4.62,0.57,0.5,1.8,18.5,0.37,105,21212,641585,0
Bowden,Francis,TOR,13.2,211,72,139,2.63,0.22,0.07,1.98,5.26,63,4.98,0.31,-0.1,0.3,19.5,0.44,107,20548,670102,2
Kyle,Freeland,COL,96.2,1527,540,987,4.93,0.15,0.08,1.49,5.1,99,5.08,0.01,0.9,1.2,19.6,0.41,63,16256,607536,0
Luis,Frias,ARI,6.2,137,61,76,10.8,0.22,0.19,1.35,5.99,245,5.24,-0.47,-0.1,-0.4,19,0.48,99,21997,666818,0
Max,Fried,ATL,26,419,147,272,2.08,0.24,0.06,0.69,3.06,47,3.16,0.86,0.6,0.9,18.8,0.29,94,13743,608331,0
David,Fry,CLE,1,8,3,5,0,0,0,0,3.29,0,4.89,0,0,0,9.8,0.33,,24934,681807,2
Shintaro,Fujinami,OAK,44.1,839,354,485,9.14,0.22,0.14,1.02,5,227,5.52,-1.41,0.1,-1.9,20.7,0.46,107,31839,660261,0
Michael,Fulmer,CHC,39,623,234,389,4.62,0.25,0.11,1.15,4.21,107,4.31,-1.58,0.2,0,19.1,0.29,102,13218,605242,1
Hunter,Gaddis,CLE,31.1,496,176,320,5.17,0.16,0.07,1.15,4.85,122,5.89,-0.3,0.2,0.1,17.2,0.36,88,25636,683769,0
Matt,Gage,HOU,6.2,119,51,68,2.7,0.3,0.11,1.35,4.19,64,2.72,0.09,0,0.1,18.4,0.25,97,17381,657424,3
Giovanny,Gallegos,STL,36,552,194,358,4.25,0.24,0.06,1.75,4.54,102,4.1,0.25,0.1,0.2,20.1,0.48,102,14986,606149,0
Zac,Gallen,ARI,118.1,1796,627,1169,3.04,0.27,0.05,0.68,2.77,69,3.46,1.84,3.7,3.4,19.7,0.43,106,19291,668678,0
Deivi,Garcia,NYY,5.2,117,50,67,1.59,0.12,0.16,1.59,6.64,38,7.17,0,-0.1,0.1,18.1,0.5,100,20276,665620,0
Luis,Garcia,HOU,27,468,168,300,4,0.27,0.09,1,3.66,95,4.11,0.1,0.7,0.5,20.9,0.33,92,23735,677651,0
Yimi,Garcia,TOR,35.2,627,234,393,4.79,0.27,0.06,1.26,3.71,114,3.05,-0.54,0.3,-0.3,18.6,0.35,113,12095,554340,0
Luis,Garcia,SDP,30.2,529,216,313,5.58,0.23,0.1,0.88,4.2,134,3.92,-0.69,0.1,-0.5,20.1,0.32,108,6984,472610,0
Rico,Garcia,OAK,8.2,184,77,107,8.31,0.14,0.11,4.15,9.63,207,6.4,-0.03,-0.4,-0.3,19.1,0.36,107,20023,670329,0
Amir,Garrett,KCR,24.1,476,199,277,3.33,0.25,0.18,1.48,5.59,76,5.03,-0.44,-0.3,0.2,18.1,0.42,92,14375,607237,5
Braxton,Garrett,MIA,92.1,1408,457,951,3.7,0.27,0.04,1.17,3.44,88,3,1.25,1.8,1.8,17.7,0.46,87,21844,666129,0
Reed,Garrett,BAL,2.2,52,16,36,10.13,0,0.06,0,4.41,240,5.01,-0.04,0,-0.1,21.1,0.4,106,16866,657585,0
Justin,Garza,BOS,17.2,334,127,207,6.11,0.2,0.14,1.53,5.78,137,5.74,-0.81,-0.2,-0.3,17.7,0.43,101,19784,621057,1
Kevin,Gausman,TOR,115.2,1906,651,1255,3.03,0.33,0.06,0.7,2.46,72,2.9,1.31,4,2.9,19.9,0.46,110,14107,592332,2
Domingo,German,NYY,85.2,1314,436,878,4.52,0.24,0.07,1.58,4.68,108,4.15,0.06,0.7,0.5,17.6,0.4,94,17149,593334,1
Ian,Gibaut,CIN,43,665,226,439,3.35,0.2,0.1,1.26,4.96,72,5.15,-0.75,0,0.9,19.7,0.29,104,17871,664139,1
Kyle,Gibson,BAL,102.2,1666,639,1027,4.73,0.18,0.08,0.79,4.05,112,4.59,-0.31,1.5,1.1,20.3,0.44,91,10123,502043,0
Tyler,Gilbert,ARI,3,37,16,21,3,0.18,0.09,0,2.95,68,4.02,0.01,0,0.1,19.9,0.38,80,17964,656457,0
Logan,Gilbert,SEA,101.1,1508,496,1012,3.82,0.25,0.05,1.07,3.45,95,3.64,0.24,2.2,1.6,18.1,0.4,102,22250,669302,0
Logan,Gillaspie,BAL,9,191,68,123,6,0.17,0.11,2,6.4,142,5.11,-0.87,-0.2,-0.2,20.1,0.63,97,22461,670810,1
Kevin,Ginkel,ARI,33,537,204,333,2.45,0.22,0.08,0.55,3.32,56,3.69,0.09,0.3,0.4,18.2,0.32,109,19876,656464,6
Lucas,Giolito,CHW,105.1,1752,634,1118,3.5,0.26,0.07,1.37,4.16,82,4.23,0.09,1.6,2,19.1,0.42,94,15474,608337,1
Mychal,Givens,BAL,4,90,38,52,11.25,0.09,0.27,0,7.54,266,8.34,-0.39,-0.1,-0.4,17.6,0.46,101,10430,571710,6
Tyler,Glasnow,TBR,41.2,720,254,466,4.1,0.36,0.09,1.51,3.62,102,2.74,-0.66,0.7,0.6,18.8,0.51,120,14374,607192,1
Austin,Gomber,COL,90,1447,546,901,6.4,0.15,0.08,2,5.89,128,4.9,-1.19,0.2,0.2,17.2,0.46,78,16561,596295,1
Tony,Gonsolin,LAD,67.2,1055,373,682,3.86,0.19,0.09,1.06,4.65,91,5.02,0.08,0.8,1,19.3,0.35,96,19388,664062,0
Marco,Gonzales,SEA,50,811,273,538,5.22,0.16,0.08,0.9,4.31,129,4.8,-0.54,0.6,-0.1,17.1,0.37,86,15467,594835,0
Victor,Gonzalez,LAD,23.2,376,137,239,5.32,0.22,0.07,0.76,3.8,125,3.91,-0.2,0.2,-0.1,18.9,0.34,79,16408,624647,0
MacKenzie,Gore,WSN,89.2,1639,609,1030,4.42,0.28,0.1,1.41,4.25,100,3.75,-0.35,1.5,1.6,19,0.47,104,22201,669022,0
Trevor,Gott,- - -,31,503,168,335,3.77,0.24,0.06,0.58,2.97,94,3.98,-0.81,0.6,-0.4,16.6,0.4,99,15046,641627,0
Brusdar,Graterol,LAD,39,557,168,389,1.85,0.19,0.04,0.46,3.01,43,3.45,-0.09,0.8,0.9,15.2,0.34,114,20367,660813,0
Kendall,Graveman,CHW,39,625,233,392,2.77,0.23,0.11,1.15,4.67,65,4.97,0.6,0,0.7,17.9,0.35,111,15514,608665,1
Sonny,Gray,MIN,99.2,1635,605,1030,2.89,0.24,0.09,0.27,2.86,69,3.73,1.5,2.8,3.2,20.1,0.42,102,12768,543243,4
Jon,Gray,TEX,93,1387,473,914,3.29,0.2,0.08,1.06,4.37,78,4.49,0.51,1.1,2.3,19.6,0.35,96,14916,592351,1
Josiah,Gray,WSN,100.1,1742,671,1071,3.41,0.21,0.11,1.26,4.79,78,4.7,0.64,1.1,2.6,20.1,0.37,89,24580,680686,6
Hunter,Greene,CIN,73.1,1353,499,854,3.93,0.31,0.1,1.1,3.59,85,3.87,-0.05,1.7,1.6,16.9,0.45,125,22182,668881,4
Zack,Greinke,KCR,92.2,1438,504,934,5.44,0.16,0.03,1.75,4.95,124,4.37,-1.2,0.4,0.3,19.9,0.38,85,1943,425844,0
Michael,Grove,LAD,47,790,275,515,6.89,0.21,0.07,1.72,5.03,162,4.45,-0.96,0.2,-0.7,18.3,0.4,98,23221,675627,0
Javy,Guerra,- - -,15.1,305,138,167,5.87,0.13,0.25,0.59,7.14,137,8.48,-0.23,-0.3,0,19.5,0.38,115,17292,642770,0
Luis,Guillorme,NYM,1,12,6,6,0,0,0,0,3.29,0,8.08,0,0,0,8.5,0.75,,16451,641645,0
Josh,Hader,SDP,33.1,593,221,372,1.08,0.38,0.14,0.27,2.39,26,3.34,0.92,1.2,1.8,18.2,0.23,112,14212,623352,1
DL,Hall,BAL,3,75,26,49,6,0.47,0.07,3,3.95,142,1.22,-0.03,0,0,16.2,0.29,86,22207,669084,0
Ian,Hamilton,NYY,26.2,456,160,296,2.03,0.29,0.09,0.68,2.99,48,2.73,0.75,0.4,0.8,19.5,0.34,105,19261,641656,2
Brad,Hand,COL,29.2,568,216,352,5.16,0.26,0.1,0.91,3.96,103,4.26,-0.35,0.3,0.2,20.8,0.42,86,9111,543272,2
Hobie,Harris,WSN,18.1,330,124,206,5.4,0.1,0.14,0.98,5.85,123,6.87,-0.09,-0.1,-0.1,18.2,0.43,106,18615,665048,0
Hogan,Harris,OAK,43,740,270,470,6.07,0.19,0.1,1.05,4.64,151,5.39,-0.39,0.2,-0.5,16.1,0.44,83,21520,663687,0
Josh,Harrison,PHI,1.2,44,20,24,27,0,0.13,0,6.89,614,9.76,0,0,-0.2,12.1,0.46,-18,8202,543281,0
Grant,Hartwig,NYM,9.2,152,60,92,0.93,0.18,0.15,0,3.7,23,4.86,0.15,0.1,0.4,17.9,0.35,96,29946,701643,0
Hunter,Harvey,WSN,38.1,617,205,412,3.29,0.29,0.08,1.17,3.71,75,3.47,-0.24,0.6,0.8,18.6,0.46,121,15507,640451,0
Thomas,Hatch,TOR,4,86,33,53,2.25,0.36,0.18,0,2.29,53,3.09,-0.03,0.1,0,21,0.4,102,19264,641672,0
Brent,Headrick,MIN,15,262,89,173,5.4,0.28,0.11,1.2,4.22,129,4.94,-0.05,0,-0.1,15.6,0.37,84,27702,687396,0
Andrew,Heaney,TEX,86,1528,575,953,4.71,0.25,0.1,1.78,5.2,111,4.48,-0.76,0.2,0.4,17.4,0.38,99,15423,571760,1
Taylor,Hearn,TEX,7,138,49,89,10.29,0.21,0.12,1.29,4.86,243,4.83,-0.04,0,-0.2,19.1,0.35,116,18325,621368,0
Jon,Heasley,KCR,4.2,56,17,39,3.86,0.17,0,0,2,88,4.06,-0.05,0.1,0,17,0.47,98,22224,669169,0
Ben,Heller,ATL,8.2,153,59,94,3.12,0.26,0.13,0,3.4,70,5.06,0.11,0.1,0.1,17.1,0.59,83,15100,621294,1
Ryan,Helsley,STL,25,422,149,273,3.24,0.32,0.11,0.36,2.61,78,3.49,-1.27,0.8,0.5,20.4,0.36,156,18138,664854,2
Heath,Hembree,TBR,1.1,18,6,12,0,0.5,0.25,0,2.54,0,2.54,0.01,0,0,19.9,0,118,11632,592390,0
Kyle,Hendricks,CHC,47.2,698,239,459,2.64,0.14,0.05,0.38,3.46,61,4.89,0.35,1.1,1.1,18.4,0.34,62,12049,543294,3
Liam,Hendriks,CHW,5,87,36,51,5.4,0.15,0.05,1.8,5.29,127,4.6,0.27,-0.1,0,19.1,0.44,115,3548,521230,0
Tommy,Henry,ARI,74.1,1128,409,719,3.75,0.16,0.09,1.45,5.27,85,5.36,0.49,0.3,1.8,20,0.31,83,26285,674072,0
Sam,Hentges,CLE,23.1,359,129,230,4.24,0.22,0.1,0.77,3.8,100,3.37,1.01,0.1,-0.1,19.3,0.51,97,18548,656529,1
Jimmy,Herget,LAA,15.2,256,89,167,5.17,0.15,0.07,2.3,6.67,120,5.49,-0.88,-0.4,0,20.2,0.35,109,17556,623474,0
Kevin,Herget,CIN,22,379,139,240,5.73,0.12,0.06,1.64,5.74,123,5.7,-0.29,-0.1,-0.1,16.1,0.47,72,15369,643361,0
Yonny,Hernandez,LAD,1,10,2,8,0,0,0,0,3.29,0,6.48,0,0,0,15.2,0,,19432,660634,1
Jose,Hernandez,PIT,27.1,406,137,269,2.63,0.26,0.06,0.99,3.43,60,3.59,-0.26,0.3,0.4,17.7,0.37,97,22318,669796,0
Carlos,Hernandez,KCR,42.2,718,238,480,4.01,0.29,0.06,0.63,2.63,92,3.44,-0.54,0.9,0.4,18.1,0.4,129,22713,672578,0
Jonathan,Hernandez,TEX,21.2,391,158,233,6.65,0.23,0.11,1.66,5.5,157,4.95,-0.74,-0.2,-0.5,18.4,0.41,111,17464,642546,0
Jose,Herrera,ARI,1,27,8,19,18,0,0,0,3.29,408,6.48,0,0,-0.1,14.9,0.57,,17040,645444,0
Tim,Herrin,CLE,20.1,376,133,243,5.75,0.26,0.07,1.33,4.12,136,4.01,-0.53,0,-0.2,18.5,0.4,101,25139,682120,1
Jordan,Hicks,STL,36.2,688,278,410,3.93,0.33,0.14,0.49,3.12,94,3.33,-1.1,0.6,0.1,19.9,0.36,129,19618,663855,1
Tim,Hill,SDP,37.2,569,191,378,3.82,0.14,0.06,1.43,5.41,92,4.66,-0.51,-0.3,-0.2,16.8,0.48,94,16814,657612,1
Rich,Hill,PIT,98,1699,614,1085,4.78,0.21,0.09,1.19,4.44,110,4.56,-1.51,0.9,0.2,16.6,0.4,94,4806,448179,3
Garrett,Hill,DET,13.2,281,124,157,9.88,0.19,0.18,1.98,7.17,236,6.42,-0.19,-0.4,-1.1,19,0.36,94,25097,682051,2
Sean,Hjelle,SFG,17.1,346,130,216,7.79,0.24,0.14,0.52,4.04,183,4.3,-0.33,0.1,-0.9,18.6,0.44,125,21481,663546,0
Bryan,Hoeing,MIA,41.2,663,246,417,4.54,0.18,0.1,1.3,4.94,107,4.95,-0.26,0,0.2,18.7,0.44,95,26304,663773,1
Jeff,Hoffman,PHI,21.1,362,125,237,2.53,0.35,0.09,0.42,2.35,58,2.64,0.29,0.5,0.4,19.9,0.38,128,17432,656546,1
Colin,Holderman,PIT,28,473,166,307,3.86,0.24,0.07,1.29,3.93,89,3.5,0.64,0.2,0.3,19.1,0.51,114,22361,670059,0
Gavin,Hollowell,COL,7.1,133,49,84,6.14,0.24,0.12,1.23,4.92,123,4.46,-0.12,0,0,17.8,0.29,94,25427,668970,0
Clay,Holmes,NYY,35.1,576,212,364,2.29,0.32,0.1,0,2.13,55,2.81,1.15,1.1,1.2,19.8,0.4,130,13649,605280,0
